Folder Name,Total Lines
5fcbde2ed7385df250510bd5207f270cba990265,526729,2714826
5fcfe5361e5b8c9738b1ee4c1e9a6f293a7dda40,379796,1146124
600ff26a85752071da36e3a94c66dd8a77ee314a,385194,1156318
601ffb0da3a8c3900164b356c585650c00d238b0,471468,1291416
6091437be9776139d3672cde28a19cbe6c09dcd5,329659,1097658
609b2f2650dfea191e688ce6238ba567da551052,112856,353163
60a358fa2dc82a571c68d1be2d25703b51351538,59473,154545
60a7bd89860e504c0c33b02c78edcac87f6d1b5a,462928,1266299
60dc957a825232fdda9138e2f8878b2ca407a7c9,357913,1097640
60e58eb07e4448694ca25e887684d39d5138babd,51871,167690
6101077aab43529128496915c1c30ba3b1ce373c,150803,509136
613373e31790f06b7324dd5ef887198538204bcc,510669,2659783
614b20371677c4c8d4d5912db15008bed85022ee,736348,3359703
619f26d2895d121854b1bed1b535d42b722e2eba,388379,1163973
61a0ba43cfd4ff66f51a9d73dcd8ed6f6a6d9915,377615,1140551
61d5e57353bb811df7b5457a1856baee31299429,387708,1162483
61e5c20c02328815270ddda385f0108a2b40d24d,592262,2892825
61e6f502956d6e49bfab342d7a5b8d8eab45a2ad,230370,849961
61eaf5c15ba9248881de0a22afbe12bf10e3f342,512708,2667845
61ed3f40057a48821ccad758fd5f04f0df1b8aab,333739,1114541
62000f37b8821573ba00280524ffb4ac4a380875,654561,3064750
62254c5202e80a68f4fe6572a2be46a3d953de1a,363629,1112778
623b0b723c671e99f04e8ababf19adc563f30168,54383,174953
624217179aaf8d094e6ff75b7493ad1ee47599b0,719456,3288988
626c33ecf8334a36d99263faa474f3cf63a03638,468104,1855247
6295bc6bca1559680544ea86051f35fa2d367fe1,83185,272712
62b1996e353fedc1e3fb51f626ffaae9583b74a6,449412,1780078
630e5bd15f43c6cd91e61723f40b6c94ef622060,122476,399878
63300f7e686c2c452763cb512df9abf7734fd588,377449,1140181
634312b14a45db8d60d72016e01294284e3a18d4,75784,211670
634cde9506eb1f48dec3ec77974ee8dc952207c6,70788,195089
636b946af5eac8ba4cffa63a727523cd8c2c01ab,18581,67757
63884829acd207404f2a5c3cc1d6b4cd0a822b70,459170,1257872
6391678cc16042ceebb1dec1a6e2aa224ce77366,334964,1120242
6399a809e2683f89d74a6540fb51293f38e9923d,591387,2889437
63f8f465d48559fecb4e4bf3c48b75bf15a3e0ef,681127,3156429
6447ca5f1e1f1e02fe1ac43621f642303f7bfe62,75912,212130
64619e53e9d0ed417daba287ac0d3a06943a54d5,319570,1060776
646a46e5f4b1f1ae5a06dcbc91fcdebfc235a28a,81909,229867
647480166bfe7532e8c471fef0146e3a17e6c0c9,456303,1251296
647510e184f3bb8c14d82911b6a0e1d9f8a2b15b,121257,396420
647a123703e0f5de659087bef860adc3cdf4f9b6,651976,3057309
6485a5f450b3dc60e690c31a75e0e9574a896842,354308,1087727
649262a406168709686f97694493aa1f717c6c96,471642,1291961
649b28eab6765cd6b2b40c779a18ecafc99b43d7,461228,1262658
64d28fe0534f6993695d11244ea740f783958dc8,668242,3117483
6500928dc0e57be8f06d1162eacc3ba5e2eff692,394732,1504827
652c68ffeebd510a6f59e1b56b3e007d07683ad8,403225,1201714
654d8da9f7ffd7a88e02ae2081ffcb2ca2e765b3,60114,157691
6599608c4d0befdcb820ddccce55f183f247ae4f,380279,1147303
659a73bc0a2df9be856e23fcfc6cc66d0d1a35fd,374507,1132403
65a5bff79479c4b56d6f733236fe544b7f4120a8,83944,272767
65ca92a5c0a4143d00dd7a822bcb1d49738717f1,89054,290840
65d42c9996b6b9778fa2d57352a8d81557d7eb07,367902,1289144
65dfb06a1ab56c238cc80f5e1c31f61210c4577d,387322,1162818
65e6e39b76c236999fc53823892c26367a85a8f8,71222,195405
65e86948b80262574058a94ccaae3a9b59c3faea,358410,1099012
65fd5be20d0269c47fbf8c5bbc37a6f24324594b,116093,362137
662cfb818e865f580e18b59efbb3540c34232beb,466720,1849216
66311ff702d98450f29a448a47c0cd5fd0c51081,71725,198188
667105877e6723c6985399803a364848891513cc,455546,1249420
667a188e25cb70a1c673081b066a8a90c6e8eea7,147180,498513
667f784baab31f11d2469e5d22bbdc2390dbc030,366928,1120034
66aa22f1ea9ef79034812c801432ba152ad96b41,150862,510570
66af94d56ea08ccf8d906708a6cc002dd3ab24d3,391592,1172698
66ba515e671638971bd11a34cff12c107a437e0b,332912,1110493
66cc1c7342f7f0cc0dc57fb6d56053fc46c8e5f0,234900,857747
66d9d4fa8d07dd50e4cb3036a9ae5f92c4693b84,16277,49863
66e55a02d125e7b65b211a7cf9b48506195e3bf4,142166,493184
66f7956984cbfc3647e867c6e5fde889a89c64ef,332222,1108363
671d41cb624388df6a5ae0f3e0ff24f710684cc3,686526,2667073
6720a70d8dd9108317e21e8577caccecdde781f3,422647,1547055
6740fb9da6dd21b3f1d2f6c3980605f4f7c9e81d,75746,211728
674afc619d7f5c519b6a5393a8b0532a131e57e0,513164,2669650
676f484871a40bd0256e1cc68c28ea748a61acec,79597,220698
677a4cfef679313cd437c6af9e0398a22df73ab6,362487,1271786
678217d5cc4973e2471c20e4396bf39e52d93eb1,586359,2869389
6786f437df54ca7780a047203cbcfaa1db8dc542,317508,1053418
678c1a0745f1cf175c442c719906a1f13e496910,70449,193661
67b5f506a600a54658405cf821c14ada4080e61f,451496,1239749
67d06b18c68ee4452768f8a1e868565dd4354abf,230747,850956
67db54a5a7e0f1c2aa395e1db51214d09ae41f3f,404330,1204371
67e3c956083d0128a621f65ee86a7dacd4f9f19f,517495,2687383
67e7dffe9543aff259f63c8f12d15642fe7be100,361080,1106190
67ea7206bc052eb752f7881eb6043a00fe27c800,362952,1273128
67f9d076cfc1858b94f9ed6d1a5ce2327dcc8d0d,368524,1117731
67fa29336eda204572536d2cea1bf8a4cb04f6fa,336291,1125431
68044b061d7abc0c16f632890939438033306161,244846,898330
6810dee426943c1a2fe85b5002dd0d4cf2246a05,583578,2857102
684a1d6aa0a6791e20078bc524f97c8906332390,102859,293143
6866c91b638de5368c18713fa851bfe56253ea55,354178,1087422
68aa4fb29e7dfe521749e1e14f750d7afabb3481,148838,503749
68bd36271334d7bf0ede9beea4bef494bceaacab,758709,3450655
68cc04887b3c5b7ce8f28eaae5de266db99ca9a6,392058,1173886
68ef274bc505cd44f305c03cbf84cf08826200a8,464227,1269702
690884facc1e80b40640649f2a64ceab67afb42e,332733,1110486
6918e69600810a4664e53653d6ff0290c3c4a788,123466,402718
691ceab8aea8f7c37ee89b1b806801239bb2dc69,391322,1491342
691def10a0197d83d2d108bd9043b0916d0f09b4,359663,1103025
69331bb851c34f05bc77e9fc24020fe6908b9cd5,364970,1115778
69356d20cfee9a81972dcbf93d8caf9eabe113e8,75742,211719
694baf9686c9a092e280283d6d58d2e17867f040,584256,2860347
694cf458f16b8d340a3195244196980b2dec34fd,454332,1246322
6991880109e35c879b71b7d9d9c154baeec12b89,452921,1242706
6995257cf470d2143ad1683824962de4071c0eb7,83965,235790
69b0736fad1d1f0197409ca025b7bcdf5666ae62,398659,1190428
69c7e01e5167a3137c285cb50d1978252bb8bcbf,74817,248976
69cbf7aa92b2d30a1d865de7429f6388cb94b946,123272,401948
69e2fabd847db3e0964ce0825c89741fb922fccb,308057,1182708
69e9111b437084f99011dde6ab8ccc848c8c3783,230207,849230
6a323c043b77154656b28fd34ac4ca6dfb0ecf9b,333008,1111990
6a3fc959b684e2f4b2fab28b27d5fa4018acb6a3,235006,858021
6a5ef557f80a8eb6a758ebe99c8bb477ca47459e,392053,1173872
6a6a32ceca8db2bb8c8385f7fe54dc335f48663a,77620,217614
6a970a8b4600eb91be25f38caed0a52269d6303d,393284,1177408
6aaa017b1e81f6eccc48ee4f6b52d25c49747554,77362,216480
6ab8c86c383dd847a1be7103ad115f174fe23ffd,237713,866775
6adb209acd63825affc884abcd85381f148fb1b0,362534,1271925
6b16c91157512587017e9178d066ed1a683e7795,359123,1101028
6b2fdab82f22aa3754c80c8322f826f5ab1101a6,129739,430149
6b513f01374da8e8f38e231f0ff95e8c095d3239,393631,1178405
6b5440a9964480ccb0fe1b59ab516d9228186571,230200,849210
6bb2b855498b5c68d7cca8cceb710365d58e6048,123300,405587
6bfbaede69eb73810cb63672a8161bd1fc147594,104830,340414
6c1923029748de4a0f443260751a93c1e0ea10fa,376970,1138427
6c19c2ca51746f30fa35668876416c9178487388,370749,1124202
6c38f68dae221e8cfc70c137974b8b88bd3baaab,124536,406730
6c6cc8a6f50b18331cb818160d168d7bb9c03e55,125312,408957
6c86495bcee22eac19d7fb040b2988b830707cbd,465315,1272798
6c9778a58e4f680db180d4cc9dc5639d2ec1b40c,360593,1105128
6cb783c0024a873722952a67ebb9f41771c8eb6d,115826,361168
6ce265dc813f9ecb92bf1cdf8733fbada7f5c967,140349,487270
6d63dcf6b4eab0879ffbb945611850242b051f87,729813,3331833
6d6bc97231f2d9a68002f1d191828fd3476ca8b8,75765,211800
6de7100e4bed8641f898cef160e1874ec788ab96,89515,257325
6deb592a2fadbf88b7a00a332837a81a3198a830,138943,485260
6df0b9c41a30c39d4e9c5b560f1b50700a175a61,67107,179517
6df9398cce063874ae4d59db126d4adacb0fa8d3,460682,1261451
6e49e89c4a1a3b2e238833bc8935d34b8056304e,327552,1070778
6e5a5415ddc513606eac5c116fde492370a3f7f6,324350,1077148
6e716b1948071c2aaba2acf92c3d9106b018b57e,592748,2895004
6e742dabc95b00ba896434293556adeb4dbaee8a,389208,1166062
6e7dc8bac831cd8cf7a53b08efa366bd84f0c0fe,74524,207952
6e95230e0ee183a4fb8803a7e49d7744f0a0025c,534303,2742030
6e99585c19290fb9bec502cac8210041fdb28484,363009,1111378
6e9c5ee88fc948e05b4a7d9f82a8861ed2b0343d,377108,1139358
6ed769d58d89380ebaa1ef52b300691eefda8928,393155,1497661
6efc35b4fe3009666e56a60af0675d7d532bf4ff,387589,1162213
6f0b8c1c9ef30a1f41ce401e1fed2effd524fed1,338460,1044424
6f54459aa0248bf1467ad12ee6333d8bc924a642,692057,3200811
6f73eb9d90cfec684529aab48d517e3d6449ba8c,457009,1253051
6fd65310fa3167b9626c38a5487e171ca407d988,605642,2941639
6ffc2f04ad820e3f592b2107e66a16fd4585ac02,609744,2957078
701441853569d370506514083b995d11f9a130bd,596607,2907823
70381f282f2d9d039da860e391fe51649df2779d,653429,3062085
706007ca2fe279020e099d36dd1db0e33123ac4c,694648,3208600
706ab9045effd9886fcf3efd670644a592931b86,752248,3421825
7072bff1fd13ea706b2dc0ca10feef755872eb68,386035,1159801
70b0ddea992c01df1a41588fa9e2d130fb6b13f8,255762,936102
70c61e44c34b4dadf1a7552be7c5feabd74b98bc,139077,485679
7121bdf1facdd90d05b6994b4c2e5b2865a4638a,518426,2691004
712fe12466cfe4b7e31c61418c85ce36a211261a,386379,1159122
71902e0d9f93670c4f93ff9d66095b0e571be74b,460041,1259960
71a7a76ddff8c01fbfdd166e4ff6f691235925cd,609408,2955562
71ae1ab0123582cc5bfe0f7d5f4cc19a9412f396,378750,1143542
71baf24b6d41da6704433ca9909b5e6d954564b9,77115,215585
71c3afb29a369b1c58a94d0f3c0596c6c3c3e216,243576,893349
71db08c05197545944949d5aa76cd340e7143627,112817,351858
71e7c8e73712419626f1c2b6ec036e8559a2d667,404361,1204442
7203efb799969b4662ecb58f4cefd2a5f2e0062b,358788,1100011
7269fa3e33e8d02485a647da91a5a2a60a06af61,418384,1516293
726fa36f2556e0d604d85a1de48ba56a8b6550db,230831,847418
7272e1963ffdf39c1d4fe225d5425a45dd095d11,390755,1170415
728b648d5c7c3e22fe3704ba163012840408bf66,122766,403088
7298df0c05168896a9813249b54a2d11f35cfa8f,95759,312370
72fa16acc88deae0f7c7a8c2e263eb7b912b97e0,718929,3287088
732d89c2940156bdc0e200bb36dc38b5e424bcba,292909,1120406
73394f2b11321e03a5df199ec0196f27a728b0b0,332015,1107887
7346c288e307e1821e3ceb757d686c9bd879389c,403000,1201390
738ead81fce08e582452ef30665ae1071d45092a,332655,1110339
73c5b7f4b11a81e971f7d1bb18072e06a87060f4,60606,157784
7413aa92b5be5760c73e31641ab0770f328ad546,317954,1055096
7414704e88d73dafbcfbb85f9bc54cb6111439d3,469466,1286646
7421f3bb94df80ff2d131e932223b190f9b6d7b6,82374,231297
74227f900b05009d4eed62e34a166228788a32ca,661058,3090435
7444f3252757ed4384623e5afd7dcfeef3e0c74e,352672,1083728
744a1af7f943106e30d538e6ace55c2c66ccd791,462758,1265908
748ce73479ee2cd5c861431091001cc18943c735,713098,3267488
74b8046b46c70b201fe118cc36b29ce6c0d3b9ec,657658,3076736
74fd233b1433da8c68de636172ee1c9c6d1c08c9,384082,1154680
7501960ea18912f9055a32be50bda30805fc0c95,654570,3064788
752d3285d250bbaf673cff25e83f03f247502021,140764,488456
7539d76ceae146f930d4473107d9940d2fc0b74f,422662,1547134
75410228dfd16e49eb3c0ea30b59b4c0d2ea6b03,365867,1111095
754b487f4d892e3d4872b6fc7468a71db4e31c13,94581,266699
75500feecddcb27b6ab65c9057e7317024cef761,465016,1271430
755dbf39fcdc491fe9b588358303e259c7750be4,381355,1149835
75af2bfa06436752165df884d4666402529b1d6a,70443,194155
75e2d2202dc19ee39c8b9a80b01475b90f07c75c,332533,1108977
76181308fb02e67794d0cc1471766a5d7e4c877e,382048,1151408
768da1c6f6ec907524b8ebbf6bf818c92b56101b,588205,2876999
76a7553066130a7dbf4d10922b2530161b2ec5b0,82310,232135
76ae6ccf859bf677bfcb5b992f4c17f5af80ae9d,386094,1159992
76db50151a65927c19c83a8c3c195c87dbcc0556,327680,1070999
76dfa834e7ceeca97cd8e3cfa86651a955aa3f0c,346787,1067731
76e0151ea0e0f56dca66cee846a78b89346d2c4c,378148,1141883
76e37513e22f4d9a01c7f15eee36fe44388e6670,461974,1264110
770d3e6a4ce8e0a91a9e27156036c1985e74d4a3,404803,1205227
7720154ca023da23581d87244a31acf5b14979f2,76157,212875
772b3dcc0b0770a843653783e5c93b4256e5ec6f,81236,228849
779e615e362108862f1681f965ee9e4f1d0ae6d2,374979,1133563
77b73d63d05bc198ba89193582aee93cae1f69a4,232858,849740
7813fc7f409838fe4c317321fd11c285a98b4ceb,700667,3223769
78403237cf5026f23618ea7a867bf8b674116e6f,82973,233079
7887615374656da0556966b8cd37d2af8dac2654,139055,485602
7893fd205809380fcfdcaf4f82ec81968528875a,111999,319094
789a3818fec81754cf95bef2a0b591678142c227,90129,253929
78ad4b4b0201003792bfdbf1a7781cbc9ee03539,372569,1127878
78bf53caacbb5ce0dc7aa73f07a74c99f1ed919b,332536,1109883
78c06e504cf7a9e9d9b2a1c3894a9ccadf2bbbea,250348,916889
78c4ac119a182eee14cb3761e0dc9ea0e59b291f,392905,1496602
78c811334c9e5477b86fd113fa2c4a261e167d15,373660,1130525
78f163a4fb3937aca2e71786fbdd51a0ef39629e,464914,1271234
790a444b11c244fd2d33e2d2484a590f8fc000ff,127815,423513
795747bdb6b8fb7d717d5bbfc2c3316869e66a73,147531,499465
795da6306a048b18c0158496b0d49e8e4f197a32,451188,1238977
797b924fc44189d0b9c2ad905410f0bd89461ab7,83704,235288
798b6c23ee52c675dd0f0e233c50cddd7ff15657,457052,1253143
7991111af12056ec9a856f35935d273526338c1f,357097,1094946
7a42cfcfdc94c1e7cd653f3140b9eb30492bae4f,357415,1096483
7ab47b41b6046c9b237fe96a4c6cfd454e2380c7,333568,1113899
7ad3bc2d06fb8d000716e5be027d893d5bc06486,333862,1115307
7af8f4127397279d19ef7c7899e93018274e2f9b,374867,1133194
7afca03c4058c25f2e1cec8d0b07c2157c93e831,394194,1179281
7b127bdf71a36d85216315f80c1b54d22b060818,520387,2698344
7b3ec6bcc8309d5b2003d355fe6f78af89cfeb52,384823,1155872
7b595569b26f4aa65a74a971ef428f4f071f48c4,362709,1272397
7b77fc086aab8b3a8ebc890200371884555eea1e,70279,192747
7b8cbc875b862ebb81a9b3415bdee235cca99ca6,238721,874569
7b9596b974fb0ad1868b10c8c2174e10b72be403,379509,1145262
7bc69f27db70f87b59b0452216d7ae2b5babb329,329922,1098811
7bdc11e87c7d86dcc2a087eccb7a7c129a473415,124343,406764
7c18b22e2fa70aa8dcfadb33beb17933abdf7ee4,385430,1156819
7c47337f7b15a5368c922ed1781a267bf66c7367,253864,931416
7c4e2ac83f7b4306296ff9b7b51aaf016e5ad614,97240,317259
7c4f3965098baad2396e24501e09237425a7bd6f,404036,1203677
7ca279e33aebb60168d35e6be4ed059f4a68f2c1,152331,515278
7ca42974ee087a82b6f7f6874ca2b25e42a9a584,377822,1141006
7cb5dafebbebefbe7e991272fad1feb12f4d630c,252059,925387
7cc6cc991e586a6158bb656b8001234ccda25407,127073,420950
7ce0110f727b37a776d509174365cf0905163234,93904,307184
7d02fa94332b43c7527c1b816787b4c560cf6bf6,401102,1196871
7d1bf29977bb368d7c28e7c6eb146db3b3009ae7,361371,1106906
7d49ad76562e8c0597a0eb66046ab423b12888d8,353773,1086201
7d5329852f19c6ae78c6f6f3d3e41835377bf295,462793,1265984
7d7f6da20ef11afb8eed37bce32286ad4ec43431,332912,1111663
7d8cdad6b704051bb69a47721913701349463ead,367885,1122608
7da6a28a447dc0db2a2c6ef31894094eb968f408,358781,1099978
7e022a7e8ba0f95b65d9acade559da95115ad9e5,241968,887224
7e15795bf06d362f20257d2e9db378ba8940dc39,367677,1121983
7e4656e4b2189390a433a149091442d53a777e2b,456768,1252400
7e4a9a9f696574a18f5c98f34d5a88e254b2d394,401379,1197672
7e51893911237dfca9294e3ca12163ff813fb656,390071,1168471
7e6b537f5b92be152779fc492bb908d27fe7c52a,459903,1259648
7e7b5092991cf7a7cf6bd95d56b08deef5eb9847,242215,888055
7ea140de86b788b44f64ea5eeacfbd78ffd85b69,395477,1507324
7eafdd8af3c523c1c77b027d378fb337dd489f18,332003,1107846
7eb5391b71f473dd13abdaaef143a5509160487f,462820,1264732
7ec6401ffabf79d52938ece5b8ff566a8b9c260e,70682,194242
7ee9ceb71e868944a46e1ff00b506772a53a4f1d,17069,52093
7efbee85cf49d767a11de8344b2b99b2b2460769,457819,1815815
7f0df518e6bd5542b64bd7073052d099ea09dcb4,414943,1508602
7f33c1e22dbc34a7afae7967783725b10f1f13b1,392731,1175729
7f4c9222dfe2f28ff8a7ffc56c28ccbadf19cf6f,377557,1140450
7f4db2d82b1385d1026c441e25abd4cb19fcccc6,373698,1130631
7f782c72ba157aaa26f74553ab328c898dab949c,74299,207221
7f7a36478abe7dd1fa993b115d22606aa0e35e88,70568,193873
7f83b89a2e644a8762c5bb02dcd5937f2a7ebe6e,517098,2686167
7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,380937,1148771
7fa1a93c6c8109010a6ff3f604fda83b604e0e97,366293,1118655
7faf25d682b8e8f4fd2006eb7dfc71ed2a2193b7,458716,1256572
7fdf772201e4c9bafbc16dfac23b5472d6a53fa2,332830,1110869
805fd98e00229b419106063e5fd1566ca4bd938f,123581,403129
806ba19bbff311b7d567857ae61db6ff84af4a2c,358028,1097940
806e9e2d0dcf8f58e376fb7e2a8b9771e2a9ce16,460074,1260021
809c53c077485ca48a206cee78340389cb83b7f1,680742,2642736
80a00842e7164f7865d0933306a94d33ad7ca602,656620,3072605
80c3854a5f4f4a6ab86c03d9db7854767fcd83c1,418741,1517307
80e509840813cb5da45fbe830718ea3707c02b25,66151,176459
80f92177eb2a175579f4a6907ef5a358863bddca,375574,1135044
810a1e2988b14f4d139b5ef328a91967f5ed7a08,123874,404115
817c6cdf0e2a72362045ca503af01830df9b9d36,348871,1073579
8180ffba21bf10f4be905cb0d4890dc2bcff2788,353803,1086277
81a4fd973d4cfcb25d01a7b0be62cdb28f82406d,124937,407840
821dc24b5f3ed91b843a634bf8513a26046269ef,138118,465697
82298df6a51491bfaad0c6d1980e7e3ca808ae93,707657,3246991
823a9e6bac38d38f7b0347497b833eec732bd384,388564,1164412
828e3b1335e2614d338a630fd5b5f88d38a6b5d2,367634,1121842
82a88d2f48e13ef5d472741d5ed1c183230cfe4c,364127,1113728
82bf1d76747b3d309fba5079a16a4e3183fc21fd,529356,2723620
82da72b74851808c08ec98fe609efe52609f29ad,373675,1130555
82dad44e5bd3776ecb6fd8ded656bc8151d0e63d,123244,401854
82ef497a8c88f0f6e50d84520e7276bfbf65025d,150917,509555
8328811f048fed0dd22573224def8c65410c9f2e,370857,1124178
832c24fec1046eaa544a4cab4c69e3af3e651759,757110,3442582
838e432e3e5519c5383d12018e6c78f8ec7833c1,352665,1083793
83a8da576dc6ccd6986e6426a308b69b9639b818,381362,1149854
83c9765f45e4622e4a5af3adcd92263a28b13624,466376,1274077
84322a29ce9b0940335f8ab3d60e55192bef1e50,361138,1106328
84400d2e9db7c51fee4e9bb04c028f665b8e7624,392751,1175771
8454f6dea49dddb821bfcb7569ea222bb487dfd1,356538,1093641
84609b3205905097d7d3038d32e6101f012c0619,378630,1143241
84633905273fc916e3d17883810d9969c03f73c2,362546,1110148
847735553aeda6e6633f2b32e14ba14ba86887a4,16074,59178
847f46e9bf88964484c8b76a10af753ea1018311,450513,1237083
848770dd2c5dec6c805d67f470eb936f38b9421d,379762,1146005
848c8fa21332abd66b44efe3cb48b72377fb32cc,299356,1146345
84c125972ad535b2dfb245f8d311d347b45e5b8a,520574,2699182
84c7c4a477eae5de394d036d7ba1e58a37e18b69,395670,1183050
84cc898d6475a6bd1f14bd60d53e914484768ca3,332276,1108383
84df75d366edaaa0af172047145a3409cac9bb3a,96031,313202
84e5f0251cea920d02b631646bd8832bc0e489e5,332964,1110675
8501526ca26a80ac1b7866a4c1678fcf0045e971,665842,3108237
8512b7bf498c0c300f146447c0b05545842e9404,83409,271096
851dadeb0338403e5021c3fbe80cbc9127ee672d,123013,404066
85206250ceac6341c0ca1d4fd89dfd127e3e8e6b,245862,898403
8521819eecbacb93deb87fce28842680ab1a5301,368452,1291457
85440978f517118e78dc15f84e397d50d14c8097,245452,896630
855fc06236630464055b4f9ea422c68a07c6d02a,380155,1147000
85676979a4845fa9b586ec42d4ddbdb9f28b7cc8,354062,1087077
859a87d873ce7152af73ab851653b4e1c3ffea4c,451623,1240036
859cd7c6b43bf70e2852eda10f635c70feeb397f,382128,1151637
85a06cfafbe49f2c56e22cef4fa88adcf7b54f59,67144,179789
863e49066ca4d61c9adfe62aca3bf21b90e1af8c,76221,253786
86446edc869f14de4d9e32d9f1fa4d8cd1df8cb6,76942,215162
86908785076b2bbc31b908781da6b6ad1779b18b,366569,1119394
86a0231e0a087d4b909f76223cc55d5bbb673930,363788,1113097
86a3ad351ec18d9dcd50cac1fc8ada6f904675db,354551,1088255
87148dcdab07b6e3385f76dcc96070bdd36342a1,594399,2901671
871b25162339c60557e5bf1754ea553ec33adf52,252287,926014
873d9f6fdababb96f0763f538e85921f7d332b70,125033,408726
876fa81e0a038cda466925b85ccf6c5452e0f685,123093,401437
877c800f255ccaa7abde1fb944de45d1616f5cc9,458333,1255876
877dfbd11e274899452a2aafc1f7b99a000b9199,755615,3436020
879cc3da6249e920b8d54518a0ae06de835d7373,353498,1085463
87a3910e1734b69ccfcf12c5668d549fccffb7b0,234106,862210
87b801b9574df8fa65ddd49b24a0584f50b79510,326701,1085305
882f99031e6e447384bfe22044cc980567d2f40d,462794,1264675
884b4c27f506b3c29d58509fc83a35c30ea10d94,453219,1243575
8850d4eb343002601ba3c8fb37cb20dcf4a551cb,511968,2665309
88664e6e0b781d0a8b5347896af74b555e92891e,759669,3456327
88846b3be23e96553fb90d0c5575d74ffd8dbff2,238623,871150
888f16155784747383083a8cd48a7f0089780899,526762,2714974
88b81a06eb635a1596617f8971fa97a84c069e93,147506,499380
88cdeb85a9303a7b580952b720703a4aca9dc1c0,243917,892502
88e67a54b7ed0210c11523a337b498aadb2f5187,459124,1257790
8954770f677994cfb13d93ea6d08b13db5382e31,122307,399205
8954f255bbf5f4ee997fd6de62cb50fc9b5dd697,377487,1140271
895f28f9cbed817c00ab68770433170d83132d90,364293,1107238
89645b86300a82ea769a80929d61a14afea13759,318167,1055862
89808c6f49e1738765d18309244dca0156ee28f6,114217,356543
8981e84779ff87f1a058939a5d678e5993d67aa8,148101,501348
8984cab8a80af8555b1ccfa5b552d411b47f9bca,374438,1132282
89b21b517df0b2a9c378913bae8e1f184988b554,325724,1084219
89d41cba392b759732ba9f1db4ff29ed47da6a56,363666,1112867
89f10a80d7e681cd0cccf22d932e380f51bd3524,469815,1287453
89fc144dedc737a79929231438f035b1d4a993c9,383879,1154365
8a375578647590e16aff119a2363a12ff171306c,617451,2985636
8a8dd9093d381500555bccf46fc5d46b42d132ec,322019,1067184
8aba863a634f40560e25055d179220f0eefabe9a,60892,159660
8b040e3cbbb2e81420e777afc3ca48a1c8f4dd5a,382675,1151818
8b23f6db12d9fcdb6e1ca2015ea32e3e2e1fbdb6,126337,412376
8b240376fd91352a80b068af606850e8d57d1090,81941,268461
8b3e714ecf409ed6c9628c3f2a4e033cbfa4253b,365447,1116708
8b8138048ca5ed1e1fbbc49fbb55ce80a333ed31,449411,1780078
8bae24f665f3732b66f8edf8d9bfd4a6d0db1906,52415,169385
8bcca47e8356521f52f0738d9633befd53007cae,365959,1111271
8be967b5b2b81365c12030c41da68230e39cdf33,518897,2692499
8bebb8f126aae3334da78339ccc4ded0f35692df,364369,1107452
8bfd2c43344215008a2f5597ecc0ee467fb039d3,323607,1074235
8c0886b068ba4e224dd78104b93c9638b860b398,456868,1252643
8c0c0235b6a23a0d69cd77286d0212de90d4af44,366203,1118541
8c3bd0b708b488a1f6e8bd8cc6b96569904605be,390977,1170998
8c4865c30d5fa847d727fea16519d7afce627932,125538,410043
8c5f9906c56ac72fc4f13218dd90bdf9bc8a248b,357413,1096469
8ca4a683d58ac1f61cfd2e4dacf7f58b9c0fefab,618250,2988751
8ca75e445d136764bbc28d8db7346c261e8c6c41,333696,1114434
8cb334cf8b0d8f9be490fecf578aca408069b671,734999,3353739
8cc34cb412ba89ebca12fc84f76a9e452628f1bc,96441,314398
8d010f39869f107820421631111417298d1c5bb9,354839,1089013
8d0fd9e74a6d44ca1a518225d9be030d91917c9b,126098,411677
8d160f154f0240a423e83ffe0690e472f837373c,458074,1255284
8d181f4bf6d415bb424f7577b274f53694c9bdb4,446096,1766899
8d3b4ff3eec890396a3d7a806bbe944f55a89cb4,240135,877367
8d87dde43ba0400c46d791e42d9b50bc879cdddb,123108,401455
8d8ae7fe5b129af0fef45aefa0b3e11394fcbe51,327837,1090140
8d9827c06ce1592cca111e7eafb9ebe0153104ef,400029,1194018
8dcb12a6cf500e8738d6729ab954a261758f49ca,438036,1733556
8dcb72f6abe5c7edf94ea722429c0bb9f7eef54d,608042,2950729
8dd5877f58f84f2b11126afbd0813e24545919ed,357386,1096416
8dd84bc8aba782d924854174c5f9ad4a65cfccf1,125105,408244
8ddf3f09c62e2a4651458759fcc97e751ca63063,126194,412071
8e6095743973c20a7ad95b50f61e87d0d376494a,617172,2984645
8e80c0be90728b915942d7953e4b2c5d56deb570,445274,1764238
8ec06e9a1bd862cd713b9db748e039ccc7b3e15b,123244,401865
8ec7ded3706fe66bf307ed339eb852d73f6d10d0,352240,1082111
8ed024b9b9ca4491fcb17cb15b3b5f18a8f60ff8,382206,1150842
8ee7fbdc9710d7843c87d22ceab9c8c245654005,609449,2955764
8f0003ae902952372824c9917975fb372c026a42,328524,1092885
8f384505eee8ce95667d77cfc2a07d4abe63557c,383709,1154005
8faa835c81d9cf12342992521ddb95e9a645bc36,332784,1111087
8fc3b3a96b9f982ed6dc8f626129abee36bcda95,600109,2922011
8fc63c2d71752389a44367b8ef4aba8a91af6a45,536000,2748683
8fd4373d3aec07b8d9a4fb159b6236f4dc715b21,124418,406338
900caa3f53cb160612928afe8699d2c9bcd27691,680158,2640265
